quote,joy,sadness,anger,surprise,dominant,ambiguous,emotion
"I think the act of reading imbues the reader with a sensitivity toward the outside world that people who don't read can sometimes lack. I know it seems like a contradiction in terms; after all reading is such a solitary, internalizing act that it appears to represent a disengagement from day-to-day life. But reading, and particularly the reading of fiction, encourages us to view the world in new and challenging ways...It allows us to inhabit the consciousness of another which is a precursor to empathy, and empathy is, for me, one of the marks of a decent human being.",0,0,0,0,joy,True,happy
"You must accept the reality of other people. You think that reality is up for negotiation, that we think it's whatever you say it is. You must accept that we are as real as you are; you must accept that you are not God.",1,0,0,0,joy,False,happy
"Are you on our side...and want to be different, or are you on that side and want to throw a football at my head!?",1,0,0,0,joy,False,happy
"Fear robs you of your freedom to make the right choice in life that can bridge the gap between where you are and where you want to be. On the other side of fear, lies freedom. If you want to grow, you need to be brave and take risks. If you're not uncomfortable, you're not growing.",3,0,2,0,joy,False,happy
"Stay strong, stay positive, and never give up.",0,0,0,0,joy,True,happy
"Want to keep Christ in Christmas? Feed the hungry, clothe the naked, forgive the guilty, welcome the unwanted, care for the ill, love your enemies, and do unto others as you would have done unto you.",1,2,2,0,sadness,True,sad
I know because I read...Your mind is not a cage. It's a garden. And it requires cultivating.,1,1,0,0,joy,False,happy
Gossip is just a tool to distract people who have nothing better to do from feeling jealous of those few of us still remaining with noble hearts.,1,1,2,1,anger,True,angry
It’s strange how dreams get under your skin and give your heart a test for what’s real and what’s imaginary.,0,0,0,0,joy,True,happy
"Drink your tea slowly and reverently, as if it is the axis on which the world earth revolves - slowly, evenly, without rushing toward the future.",0,0,0,0,joy,True,happy
In prayer it is better to have a heart without words than words without a heart. ,0,0,2,0,anger,False,angry
Would you rather live one perfect day over and over or live your life with no perfect days but just decent ones?,2,0,0,0,joy,False,happy
It is worse to stay where one does not belong at all than to wander about lost for a while and looking for the psychic and soulful kinship one requires,0,2,0,0,sadness,False,sad
"Don't limit a child to your own learning, for she was born in another time.",1,0,0,0,joy,False,happy
"I believe in God, only I spell it Nature.",1,0,0,0,joy,False,happy
"Here is a rule to remember in future, when anything tempts you to feel bitter: not ""This is misfortune,"" but ""To bear this worthily is good fortune.",2,1,1,2,joy,True,happy
"I’ve had many enemies over the years. If there’s one thing I’ve learned, it’s never engage in a fight you’re sure to lose. On the other hand, never let anyone who has insulted you get away with it. Bide your time and strike back when you’re in a position of strength—even if you no longer need to strike back.",0,1,4,1,anger,False,angry
"How much time he gains who does not look to see what his neighbour says or does or thinks, but only at what he does himself, to make it just and holy.",0,0,0,0,joy,True,happy
Consistency is the true foundation of trust. Either keep your promises or do not make them.,1,0,0,0,joy,False,happy
Rock bottom became the solid foundation on which I rebuilt my life.,0,1,0,0,sadness,False,sad
Shine your light and make a positive impact on the world; there is nothing so honorable as helping improve the lives of others.,1,0,0,0,joy,False,happy
"And I thought that all those little kids are going to grow up someday. And all of those little kids are going to do the things that we do. And they will all kiss someone someday. But for now, sledding is enough. I think it would be great if sledding were always enough, but it isn't.",2,0,0,1,joy,False,happy
Don't give up the fight,0,0,1,0,anger,False,angry
Only the gentle are ever really strong.,0,0,0,0,joy,True,happy
"If you can't you must, and if you must you can.",0,0,0,0,joy,True,happy
"Chaos is more freedom; in fact, total freedom. But no meaning. I want to be free to act, and I also want my actions to mean something.",2,1,1,0,joy,False,happy
First you jump off the cliff and build your wings on the way down.,1,0,0,0,joy,False,happy
One mistake does not have to rule a person's entire life.,0,1,0,0,sadness,False,sad
"So long as you fight the darkness, you stand in the light.",0,1,2,0,anger,False,angry
Written words can also sing.,1,1,1,0,joy,True,happy
"I don’t regret anything I’ve ever done in life, any choice that I’ve made. But I’m consumed with regret for the things I didn’t do, the choices I didn’t make, the things I didn’t say. We spend so much time being afraid of failure, afraid of rejection. But regret is the thing we should fear most. Failure is an answer. Rejection is an answer. Regret is an eternal question you will never have the answer to. “What if…” “If only…” “I wonder what would have…” You will never, never know, and it will haunt you for the rest of your days.",0,8,3,0,sadness,False,sad
Children betrayed their parents by becoming their own people.,0,0,0,0,joy,True,happy
"You were not born on earth to please anyone; you have to live life to express yourself, not to impress someone. Don't pretend to be someone you're not, and never lose yourself in search of other people's acceptance and approval.",0,1,1,1,sadness,True,sad
Life teaches us the right path is rarely the easy one.,0,0,0,0,joy,True,happy
Be with someone who inspires you and makes you be the best version of yourself.,0,0,0,0,joy,True,happy
"This life is for loving, sharing, learning, smiling, caring, forgiving, laughing, hugging, helping, dancing, wondering, healing, and even more loving. I choose to live life this way. I want to live my life in such a way that when I get out of bed in the morning, the devil says, 'aw shit, he's up!",5,1,2,0,joy,False,happy
"It is truth that liberates, not your effort to be free.",0,0,0,0,joy,True,happy
"Awake, arise or be for ever fall’n.",0,1,0,0,sadness,False,sad
"If you give up what you want most for what you think you should want more, you'll end up miserable.",0,1,1,0,sadness,False,sad
"Rest is not idleness, and to lie sometimes on the grass under trees on a summer's day, listening to the murmur of the water, or watching the clouds float across the sky, is by no means a waste of time.",0,1,1,0,sadness,False,sad
"If we had no winter, the spring would not be so pleasant: if we did not sometimes taste of adversity, prosperity would not be so welcome.",1,1,1,1,joy,True,happy
